id,week,weight,regime,gender,dosage
B38633,12,439.3,Control,Male,33%
B38633,13,461.2,Control,Male,33%
B38633,14,456.4,Control,Male,33%
B38634,1,244.7,Control,Male,33%
B38634,2,295.8,Control,Male,33%
B38634,3,347.8,Control,Male,33%
B38634,4,381.8,Control,Male,33%
B38634,5,410.4,Control,Male,33%
B38634,6,440.4,Control,Male,33%
B38634,7,464.6,Control,Male,33%
B38634,8,494,Control,Male,33%
B38634,9,508.8,Control,Male,33%
B38634,10,527.7,Control,Male,33%
B38634,11,534.4,Control,Male,33%
B38634,12,545.1,Control,Male,33%
B38634,13,556,Control,Male,33%
B38634,14,567.7,Control,Male,33%
B38635,1,239.2,Control,Male,33%
B38635,2,287.9,Control,Male,33%
B38635,3,332.2,Control,Male,33%
B38635,4,358.8,Control,Male,33%
B38635,5,390,Control,Male,33%
B38635,6,405.6,Control,Male,33%
B38635,7,431,Control,Male,33%
B38635,8,451.3,Control,Male,33%
B38635,9,465.5,Control,Male,33%
B38635,10,475.4,Control,Male,33%
B38635,11,480.2,Control,Male,33%
B38635,12,485.3,Control,Male,33%
B38635,13,494.3,Control,Male,33%
B38635,14,501.8,Control,Male,33%
B38636,1,228.5,Control,Male,33%
B38636,2,277.9,Control,Male,33%
B38636,3,328,Control,Male,33%
B38636,4,358.9,Control,Male,33%
B38636,5,386.6,Control,Male,33%
B38636,6,423.7,Control,Male,33%
B38636,7,448.3,Control,Male,33%
B38636,8,464.7,Control,Male,33%
B38636,9,482.9,Control,Male,33%
B38636,10,505.7,Control,Male,33%
B38636,11,508.1,Control,Male,33%
B38636,12,515.3,Control,Male,33%
B38636,13,532.6,Control,Male,33%
B38636,14,540.9,Control,Male,33%
B38637,1,225.3,Control,Male,33%
B38637,2,275.8,Control,Male,33%
B38637,3,343.7,Control,Male,33%
B38637,4,390.9,Control,Male,33%
B38637,5,428.2,Control,Male,33%
B38637,6,462.6,Control,Male,33%
B38637,7,496.7,Control,Male,33%
B38637,8,522.5,Control,Male,33%
B38637,9,532.7,Control,Male,33%
B38637,10,559.9,Control,Male,33%
B38637,11,558.8,Control,Male,33%
B38637,12,571.3,Control,Male,33%
B38637,13,592,Control,Male,33%
B38637,14,587.8,Control,Male,33%
B38638,1,249.5,Control,Male,33%
B38638,2,296,Control,Male,33%
B38638,3,342.3,Control,Male,33%
B38638,4,370.3,Control,Male,33%
B38638,5,395,Control,Male,33%
B38638,6,419,Control,Male,33%
B38638,7,444.3,Control,Male,33%
B38638,8,462.7,Control,Male,33%
B38638,9,478.4,Control,Male,33%
B38638,10,502.2,Control,Male,33%
B38638,11,512.8,Control,Male,33%
B38638,12,525.1,Control,Male,33%
B38638,13,533.2,Control,Male,33%
B38638,14,520.9,Control,Male,33%
B38639,1,239.5,Control,Male,33%
B38639,2,298,Control,Male,33%
B38639,3,349.1,Control,Male,33%
B38639,4,381.5,Control,Male,33%
B38639,5,422.8,Control,Male,33%
B38639,6,433.7,Control,Male,33%
B38639,7,478.3,Control,Male,33%
B38639,8,495.9,Control,Male,33%
B38639,9,526.3,Control,Male,33%
B38639,10,554,Control,Male,33%
B38639,11,566.9,Control,Male,33%
B38639,12,575.5,Control,Male,33%
B38639,13,585.2,Control,Male,33%
B38639,14,591.1,Control,Male,33%
B38640,1,228.7,Control,Male,33%
B38640,2,277.3,Control,Male,33%
B38640,3,313.1,Control,Male,33%
B38640,4,331.7,Control,Male,33%
B38640,5,350,Control,Male,33%
B38640,6,368.3,Control,Male,33%
B38640,7,388.2,Control,Male,33%
B38640,8,391.6,Control,Male,33%
B38640,9,401.8,Control,Male,33%
B38640,10,390.6,Control,Male,33%
B38641,1,216.4,Control,Male,33%
B38641,2,246.2,Control,Male,33%
B38641,3,272.4,Control,Male,33%
B38641,4,293.7,Control,Male,33%
B38641,5,307.2,Control,Male,33%
B38641,6,327.3,Control,Male,33%
B38641,7,342.3,Control,Male,33%
B38641,8,365.4,Control,Male,33%
B38641,9,376,Control,Male,33%
B38641,10,399.2,Control,Male,33%
B38641,11,400,Control,Male,33%
B38641,12,405,Control,Male,33%
B38641,13,414.5,Control,Male,33%
B38641,14,420,Control,Male,33%
B38662,1,230.5,GMO,Male,33%
B38662,2,278.9,GMO,Male,33%
B38662,3,316.4,GMO,Male,33%
B38662,4,349.3,GMO,Male,33%
B38662,5,378.4,GMO,Male,33%
B38662,6,402.3,GMO,Male,33%
B38662,7,425.5,GMO,Male,33%
B38662,8,440.3,GMO,Male,33%
B38662,9,459.2,GMO,Male,33%
B38662,10,471.4,GMO,Male,33%
B38662,11,490,GMO,Male,33%
B38662,12,491,GMO,Male,33%
B38662,13,504.8,GMO,Male,33%
B38662,14,503.4,GMO,Male,33%
B38663,1,226.1,GMO,Male,33%
B38663,2,280.3,GMO,Male,33%
B38663,3,322.8,GMO,Male,33%
B38663,4,359.3,GMO,Male,33%
B38663,5,389.8,GMO,Male,33%
B38663,6,411.8,GMO,Male,33%
B38663,7,438.8,GMO,Male,33%
B38663,8,445.8,GMO,Male,33%
B38663,9,458.5,GMO,Male,33%
B38663,10,470.1,GMO,Male,33%
B38663,11,486.4,GMO,Male,33%
B38663,12,489.5,GMO,Male,33%
B38663,13,503.5,GMO,Male,33%
B38663,14,507.1,GMO,Male,33%
B38664,1,208.3,GMO,Male,33%
B38664,2,247.2,GMO,Male,33%
B38664,3,290.4,GMO,Male,33%
B38664,4,320,GMO,Male,33%
B38664,5,338.6,GMO,Male,33%
B38664,6,368.7,GMO,Male,33%
B38664,7,396.6,GMO,Male,33%
B38664,8,408,GMO,Male,33%
B38664,9,430.3,GMO,Male,33%
B38664,10,440.6,GMO,Male,33%
B38664,11,454.6,GMO,Male,33%
B38664,12,458.9,GMO,Male,33%
B38664,13,476.6,GMO,Male,33%
B38664,14,477.8,GMO,Male,33%
B38665,1,214.6,GMO,Male,33%
B38665,2,255.8,GMO,Male,33%
B38665,3,294.2,GMO,Male,33%
B38665,4,320.3,GMO,Male,33%
B38665,5,332.3,GMO,Male,33%
B38665,6,368.9,GMO,Male,33%
B38665,7,387.4,GMO,Male,33%
B38665,8,404.2,GMO,Male,33%
B38665,9,425.7,GMO,Male,33%
B38665,10,439.2,GMO,Male,33%
B38665,11,452.9,GMO,Male,33%
B38665,12,457.8,GMO,Male,33%
B38665,13,468.3,GMO,Male,33%
B38665,14,476.8,GMO,Male,33%
B38666,1,232.2,GMO,Male,33%
B38666,2,284.1,GMO,Male,33%
B38666,3,335.5,GMO,Male,33%
B38666,4,368.4,GMO,Male,33%
B38666,5,407.4,GMO,Male,33%
B38666,6,437.8,GMO,Male,33%
B38666,7,466.2,GMO,Male,33%
B38666,8,499.5,GMO,Male,33%
B38666,9,512.1,GMO,Male,33%
B38666,10,532.4,GMO,Male,33%
B38666,11,555.3,GMO,Male,33%
B38666,12,566.7,GMO,Male,33%
B38666,13,599.3,GMO,Male,33%
B38666,14,591.4,GMO,Male,33%
B38667,1,248.4,GMO,Male,33%
B38667,2,307.3,GMO,Male,33%
B38667,3,354.2,GMO,Male,33%
B38667,4,415.8,GMO,Male,33%
B38667,5,447.1,GMO,Male,33%
B38667,6,487.5,GMO,Male,33%
B38667,7,523.7,GMO,Male,33%
B38667,8,556.4,GMO,Male,33%
B38667,9,589.3,GMO,Male,33%
B38667,10,607,GMO,Male,33%
B38667,11,620.4,GMO,Male,33%
B38667,12,629.2,GMO,Male,33%
B38667,13,649.9,GMO,Male,33%
B38668,1,198.4,GMO,Male,33%
B38668,2,231.4,GMO,Male,33%
B38668,3,267.5,GMO,Male,33%
B38668,4,299,GMO,Male,33%
B38668,5,353.1,GMO,Male,33%
B38668,6,355.5,GMO,Male,33%
B38668,7,370.9,GMO,Male,33%
B38668,8,389.6,GMO,Male,33%
B38668,9,404.7,GMO,Male,33%
B38668,10,409.4,GMO,Male,33%
B38668,11,428.9,GMO,Male,33%
B38668,12,436.2,GMO,Male,33%
B38668,13,452.8,GMO,Male,33%
B38668,14,459.3,GMO,Male,33%
B38669,1,226.7,GMO,Male,33%
B38669,2,269.7,GMO,Male,33%
B38669,3,297.3,GMO,Male,33%
B38669,4,335.9,GMO,Male,33%
B38669,5,350,GMO,Male,33%
B38669,6,380.2,GMO,Male,33%
B38669,7,404.9,GMO,Male,33%
B38669,8,410.6,GMO,Male,33%
B38669,9,428.9,GMO,Male,33%
B38669,10,445.1,GMO,Male,33%
B38669,11,452.9,GMO,Male,33%
B38669,12,454.2,GMO,Male,33%
B38669,13,468.1,GMO,Male,33%
B38669,14,468.8,GMO,Male,33%
B38670,1,220.2,GMO,Male,33%
B38670,2,267.3,GMO,Male,33%
B38670,3,309.2,GMO,Male,33%
B38670,4,341.5,GMO,Male,33%
B38670,5,331.3,GMO,Male,33%
B38670,6,393.2,GMO,Male,33%
B38670,7,413.5,GMO,Male,33%
B38670,8,433.5,GMO,Male,33%
B38670,9,468,GMO,Male,33%
B38670,10,480.9,GMO,Male,33%
B38670,11,489.2,GMO,Male,33%
B38670,12,496.2,GMO,Male,33%
B38670,13,516.9,GMO,Male,33%
B38670,14,525.2,GMO,Male,33%
B38671,1,242.5,GMO,Male,33%
B38671,2,287.1,GMO,Male,33%
B38671,3,331.2,GMO,Male,33%
B38671,4,369.6,GMO,Male,33%
B38671,5,401,GMO,Male,33%
B38671,6,418.8,GMO,Male,33%
B38671,7,438.3,GMO,Male,33%
B38671,8,458.1,GMO,Male,33%
B38671,9,479.4,GMO,Male,33%
B38671,10,494.1,GMO,Male,33%
B38671,11,504.8,GMO,Male,33%
B38671,12,513.3,GMO,Male,33%
B38671,13,529.6,GMO,Male,33%
B38671,14,531,GMO,Male,33%
B38672,1,212.2,GMO,Male,33%
B38672,2,255.9,GMO,Male,33%
B38672,3,282,GMO,Male,33%
B38672,4,309.1,GMO,Male,33%
B38672,5,346.7,GMO,Male,33%
B38672,6,355.4,GMO,Male,33%
B38672,7,373.5,GMO,Male,33%
B38672,8,389.7,GMO,Male,33%
B38672,9,408,GMO,Male,33%
B38672,10,427.3,GMO,Male,33%
B38672,11,439.7,GMO,Male,33%
B38672,12,445.1,GMO,Male,33%
B38672,13,455.5,GMO,Male,33%
B38672,14,466.6,GMO,Male,33%
B38673,1,214.2,GMO,Male,33%
B38673,2,255.3,GMO,Male,33%
B38673,3,291.1,GMO,Male,33%
B38673,4,320.1,GMO,Male,33%
B38673,5,359.6,GMO,Male,33%
B38673,6,363.7,GMO,Male,33%
B38673,7,379.1,GMO,Male,33%
B38673,8,393.8,GMO,Male,33%
B38673,9,408.9,GMO,Male,33%
B38673,10,418.4,GMO,Male,33%
B38673,11,432.3,GMO,Male,33%
B38673,12,445.8,GMO,Male,33%
B38673,13,460.2,GMO,Male,33%
B38673,14,473.7,GMO,Male,33%
B38674,1,242.8,GMO,Male,33%
B38674,2,286.4,GMO,Male,33%
B38674,3,329.5,GMO,Male,33%
B38674,4,365.6,GMO,Male,33%
B38674,5,393.6,GMO,Male,33%
B38674,6,422.2,GMO,Male,33%
B38674,7,447.6,GMO,Male,33%
B38674,8,466,GMO,Male,33%
B38674,9,479.7,GMO,Male,33%
B38674,10,494,GMO,Male,33%
B38674,11,506.8,GMO,Male,33%
B38674,12,507.7,GMO,Male,33%
B38674,13,521.6,GMO,Male,33%
B38674,14,522.4,GMO,Male,33%
B38675,1,228.8,GMO,Male,33%
B38675,2,273.8,GMO,Male,33%
B38675,3,315.5,GMO,Male,33%
B38675,4,337.7,GMO,Male,33%
B38675,5,370.4,GMO,Male,33%
B38675,6,388.6,GMO,Male,33%
B38675,7,416.3,GMO,Male,33%
B38675,8,425.6,GMO,Male,33%
B38675,9,440.4,GMO,Male,33%
B38675,10,460.4,GMO,Male,33%
B38675,11,473.4,GMO,Male,33%
B38675,12,474.4,GMO,Male,33%
B38675,13,491.3,GMO,Male,33%
B38675,14,493,GMO,Male,33%
B38676,1,219.5,GMO,Male,33%
B38676,2,262.1,GMO,Male,33%
B38676,3,305.6,GMO,Male,33%
B38676,4,335.6,GMO,Male,33%
B38676,5,359,GMO,Male,33%
B38676,6,384.8,GMO,Male,33%
B38676,7,405.2,GMO,Male,33%
B38676,8,418.7,GMO,Male,33%
B38676,9,431.1,GMO,Male,33%
B38676,10,444.8,GMO,Male,33%
B38676,11,449,GMO,Male,33%
B38676,12,459.6,GMO,Male,33%
B38676,13,464.4,GMO,Male,33%
B38676,14,468.5,GMO,Male,33%
B38677,1,247.5,GMO,Male,33%
B38677,2,300.9,GMO,Male,33%
B38677,3,350.1,GMO,Male,33%
B38677,4,390.9,GMO,Male,33%
B38677,5,427.4,GMO,Male,33%
B38677,6,454.7,GMO,Male,33%
B38677,7,479.2,GMO,Male,33%
B38677,8,496.3,GMO,Male,33%
B38677,9,513.4,GMO,Male,33%
B38677,10,518,GMO,Male,33%
B38677,11,527.8,GMO,Male,33%
B38677,12,536.4,GMO,Male,33%
B38677,13,545.2,GMO,Male,33%
B38677,14,558.3,GMO,Male,33%
B38678,1,228.6,GMO,Male,33%
B38678,2,260.1,GMO,Male,33%
B38678,3,288.7,GMO,Male,33%
B38678,4,310.8,GMO,Male,33%
B38678,5,335,GMO,Male,33%
B38678,6,356.2,GMO,Male,33%
B38678,7,376,GMO,Male,33%
B38678,8,381.6,GMO,Male,33%
B38678,9,400.1,GMO,Male,33%
B38678,10,412,GMO,Male,33%
B38678,11,418.2,GMO,Male,33%
B38678,12,422.3,GMO,Male,33%
B38678,13,433.7,GMO,Male,33%
B38678,14,439.5,GMO,Male,33%
B38679,1,250.3,GMO,Male,33%
B38679,2,299.3,GMO,Male,33%
B38679,3,344.4,GMO,Male,33%
B38679,4,377.4,GMO,Male,33%
B38679,5,403.7,GMO,Male,33%
B38679,6,434.1,GMO,Male,33%
B38679,7,459.5,GMO,Male,33%
B38679,8,486.8,GMO,Male,33%
B38679,9,502.8,GMO,Male,33%
B38679,10,530.2,GMO,Male,33%
B38679,11,542.6,GMO,Male,33%
B38679,12,546.6,GMO,Male,33%
B38679,13,563.9,GMO,Male,33%
B38679,14,575.9,GMO,Male,33%
B38680,1,219.6,GMO,Male,33%
B38680,2,263.1,GMO,Male,33%
B38680,3,299,GMO,Male,33%
B38680,4,327.8,GMO,Male,33%
B38680,5,357.2,GMO,Male,33%
B38680,6,383.6,GMO,Male,33%
B38680,7,398.3,GMO,Male,33%
B38680,8,416,GMO,Male,33%
B38680,9,427.2,GMO,Male,33%
B38680,10,444,GMO,Male,33%
B38680,11,459.2,GMO,Male,33%
B38680,12,459.5,GMO,Male,33%
B38680,13,475.1,GMO,Male,33%
B38680,14,480.8,GMO,Male,33%
B38681,1,227.8,GMO,Male,33%
B38681,2,272.7,GMO,Male,33%
B38681,3,315.8,GMO,Male,33%
B38681,4,353.6,GMO,Male,33%
B38681,5,371.5,GMO,Male,33%
B38681,6,412.8,GMO,Male,33%
B38681,7,432.6,GMO,Male,33%
B38681,8,445.4,GMO,Male,33%
B38681,9,466.7,GMO,Male,33%
B38681,10,476.5,GMO,Male,33%
B38681,11,484.9,GMO,Male,33%
B38681,12,496.1,GMO,Male,33%
B38681,13,512.7,GMO,Male,33%
B38681,14,514.7,GMO,Male,33%
B38802,1,158.7,Control,Female,11%
B38802,2,184.2,Control,Female,11%
B38802,3,215,Control,Female,11%
B38802,4,230.6,Control,Female,11%
B38802,5,239.4,Control,Female,11%
B38802,6,250.6,Control,Female,11%
B38802,7,271,Control,Female,11%
B38802,8,279.4,Control,Female,11%
B38802,9,282.4,Control,Female,11%
B38802,10,296.1,Control,Female,11%
B38802,11,301.9,Control,Female,11%
B38802,12,299.3,Control,Female,11%
B38802,13,301.6,Control,Female,11%
B38802,14,311.3,Control,Female,11%
B38803,1,170.6,Control,Female,11%
B38803,2,182.3,Control,Female,11%
B38803,3,213.1,Control,Female,11%
B38803,4,216.5,Control,Female,11%
B38803,5,235.3,Control,Female,11%
B38803,6,239.4,Control,Female,11%
B38803,7,242.3,Control,Female,11%
B38803,8,262.2,Control,Female,11%
B38803,9,264.3,Control,Female,11%
B38803,10,261.9,Control,Female,11%
B38803,11,261.9,Control,Female,11%
B38803,12,269,Control,Female,11%
B38803,13,280.7,Control,Female,11%
B38803,14,278.2,Control,Female,11%
B38804,1,149.4,Control,Female,11%
B38804,2,170.8,Control,Female,11%
B38804,3,193.5,Control,Female,11%
B38804,4,211.9,Control,Female,11%
B38804,5,228.2,Control,Female,11%
B38804,6,230.6,Control,Female,11%
B38804,7,239.2,Control,Female,11%
B38804,8,255.9,Control,Female,11%
B38804,9,262.8,Control,Female,11%
B38804,10,267.5,Control,Female,11%
B38804,11,265,Control,Female,11%
B38804,12,274.1,Control,Female,11%
B38804,13,274.4,Control,Female,11%
B38804,14,275.5,Control,Female,11%
B38805,1,164.8,Control,Female,11%
B38805,2,181.7,Control,Female,11%
B38805,3,205,Control,Female,11%
B38805,4,217.1,Control,Female,11%
B38805,5,232.7,Control,Female,11%
B38805,6,243.8,Control,Female,11%
B38805,7,255.3,Control,Female,11%
B38805,8,264.2,Control,Female,11%
B38805,9,270.6,Control,Female,11%
B38805,10,284.8,Control,Female,11%
B38805,11,280.8,Control,Female,11%
B38805,12,278.1,Control,Female,11%
B38805,13,288.3,Control,Female,11%
B38805,14,292.6,Control,Female,11%
B38806,1,162.6,Control,Female,11%
B38806,2,188,Control,Female,11%
B38806,3,203.8,Control,Female,11%
B38806,4,212.4,Control,Female,11%
B38806,5,219.1,Control,Female,11%
B38806,6,229.9,Control,Female,11%
B38806,7,241.4,Control,Female,11%
B38806,8,244.1,Control,Female,11%
B38806,9,253.3,Control,Female,11%
B38806,10,252.5,Control,Female,11%
B38806,11,256.8,Control,Female,11%
B38806,12,251.2,Control,Female,11%
B38806,13,265.5,Control,Female,11%
B38806,14,260.6,Control,Female,11%
B38807,1,141.6,Control,Female,11%
B38807,2,148.6,Control,Female,11%
B38807,3,175.5,Control,Female,11%
B38807,4,190.4,Control,Female,11%
B38807,5,202.5,Control,Female,11%
B38807,6,218.3,Control,Female,11%
B38807,7,223.9,Control,Female,11%
B38807,8,247.6,Control,Female,11%
B38807,9,245.9,Control,Female,11%
B38807,10,258.3,Control,Female,11%
B38807,11,261.4,Control,Female,11%
B38807,12,264.6,Control,Female,11%
B38807,13,269.2,Control,Female,11%
B38807,14,269.9,Control,Female,11%
B38808,1,141.4,Control,Female,11%
B38808,2,155,Control,Female,11%
B38808,3,179.6,Control,Female,11%
B38808,4,197.9,Control,Female,11%
B38808,5,207.6,Control,Female,11%
B38808,6,225.4,Control,Female,11%
B38808,7,248,Control,Female,11%
B38808,8,242.2,Control,Female,11%
B38808,9,240.2,Control,Female,11%
B38808,10,234.4,Control,Female,11%
B38808,11,245.4,Control,Female,11%
B38808,12,256.5,Control,Female,11%
B38808,13,286.1,Control,Female,11%
B38808,14,261.4,Control,Female,11%
B38809,1,163.7,Control,Female,11%
B38809,2,191.2,Control,Female,11%
B38809,3,217,Control,Female,11%
B38809,4,233.8,Control,Female,11%
B38809,5,237.6,Control,Female,11%
B38809,6,251.3,Control,Female,11%
B38809,7,262.2,Control,Female,11%
B38809,8,270.1,Control,Female,11%
B38809,9,268.7,Control,Female,11%
B38809,10,282,Control,Female,11%
B38809,11,289.5,Control,Female,11%
B38809,12,287.6,Control,Female,11%
B38809,13,288.5,Control,Female,11%
B38809,14,297.3,Control,Female,11%
B38810,1,169.1,Control,Female,11%
B38810,2,195.7,Control,Female,11%
B38810,3,214.8,Control,Female,11%
B38810,4,244.3,Control,Female,11%
B38810,5,257.2,Control,Female,11%
B38810,6,256.7,Control,Female,11%
B38810,7,284.8,Control,Female,11%
B38810,8,293.3,Control,Female,11%
B38810,9,301.8,Control,Female,11%
B38810,10,309.6,Control,Female,11%
B38810,11,323.6,Control,Female,11%
B38810,12,318.7,Control,Female,11%
B38810,13,327.1,Control,Female,11%
B38810,14,332.4,Control,Female,11%
B38811,1,172.8,Control,Female,11%
B38811,2,192.3,Control,Female,11%
B38811,3,208.8,Control,Female,11%
B38811,4,228.3,Control,Female,11%
B38811,5,232.6,Control,Female,11%
B38811,6,238.4,Control,Female,11%
B38811,7,253.6,Control,Female,11%
B38811,8,265.2,Control,Female,11%
B38811,9,264.1,Control,Female,11%
B38811,10,263.9,Control,Female,11%
B38811,11,269.8,Control,Female,11%
B38811,12,276,Control,Female,11%
B38811,13,278.7,Control,Female,11%
B38811,14,278.2,Control,Female,11%
B38812,1,168.9,Control,Female,11%
B38812,2,187.6,Control,Female,11%
B38812,3,198.5,Control,Female,11%
B38812,4,225.6,Control,Female,11%
B38812,5,230.9,Control,Female,11%
B38812,6,243,Control,Female,11%
B38812,7,239.5,Control,Female,11%
B38812,8,259,Control,Female,11%
B38812,9,265,Control,Female,11%
B38812,10,271.8,Control,Female,11%
B38812,11,267.2,Control,Female,11%
B38812,12,276.4,Control,Female,11%
B38812,13,286.8,Control,Female,11%
B38812,14,284.7,Control,Female,11%
B38813,1,163.1,Control,Female,11%
B38813,2,177.1,Control,Female,11%
B38813,3,196,Control,Female,11%
B38813,4,198.2,Control,Female,11%
B38813,5,210.2,Control,Female,11%
B38813,6,222.5,Control,Female,11%
B38813,7,237.6,Control,Female,11%
B38813,8,235.8,Control,Female,11%
B38813,9,247.8,Control,Female,11%
B38813,10,253.8,Control,Female,11%
B38813,11,254.9,Control,Female,11%
B38813,12,249.7,Control,Female,11%
B38813,13,259.4,Control,Female,11%
B38813,14,263.9,Control,Female,11%
B38814,1,172.8,Control,Female,11%
B38814,2,185.8,Control,Female,11%
B38814,3,208.5,Control,Female,11%
B38814,4,217.8,Control,Female,11%
B38814,5,223.2,Control,Female,11%
B38814,6,224.7,Control,Female,11%
B38814,7,237.3,Control,Female,11%
B38814,8,248.2,Control,Female,11%
B38814,9,249,Control,Female,11%
B38814,10,245.7,Control,Female,11%
B38814,11,254.8,Control,Female,11%
B38814,12,258.5,Control,Female,11%
B38814,13,261.6,Control,Female,11%
B38814,14,258.9,Control,Female,11%
B38815,1,155.4,Control,Female,11%
B38815,2,169.7,Control,Female,11%
B38815,3,194.3,Control,Female,11%
B38815,4,205.8,Control,Female,11%
B38815,5,206.2,Control,Female,11%
B38815,6,219.2,Control,Female,11%
B38815,7,229.8,Control,Female,11%
B38815,8,235.5,Control,Female,11%
B38815,9,238.7,Control,Female,11%
B38815,10,253.1,Control,Female,11%
B38815,11,258.5,Control,Female,11%
B38815,12,250.9,Control,Female,11%
B38815,13,251.3,Control,Female,11%
B38815,14,256.7,Control,Female,11%
B38816,1,147.9,Control,Female,11%
B38816,2,166.5,Control,Female,11%
B38816,3,192.6,Control,Female,11%
B38816,4,208.2,Control,Female,11%
B38816,5,222.6,Control,Female,11%
B38816,6,231.5,Control,Female,11%
B38816,7,247,Control,Female,11%
B38816,8,255.2,Control,Female,11%
B38816,9,271.1,Control,Female,11%
B38816,10,276.1,Control,Female,11%
B38816,11,284.1,Control,Female,11%
B38816,12,280.2,Control,Female,11%
B38816,13,282,Control,Female,11%
B38816,14,292.7,Control,Female,11%
B38817,1,156.3,Control,Female,11%
B38817,2,170.1,Control,Female,11%
B38817,3,191.8,Control,Female,11%
B38817,4,198.9,Control,Female,11%
B38817,5,209,Control,Female,11%
B38817,6,220.6,Control,Female,11%
B38817,7,228.8,Control,Female,11%
B38817,8,236.1,Control,Female,11%
B38817,9,239.9,Control,Female,11%
B38817,10,246.9,Control,Female,11%
B38817,11,247.2,Control,Female,11%
B38817,12,244.8,Control,Female,11%
B38817,13,252.9,Control,Female,11%
B38817,14,251.2,Control,Female,11%
B38818,1,148.8,Control,Female,11%
B38818,2,169.3,Control,Female,11%
B38818,3,198.4,Control,Female,11%
B38818,4,200.3,Control,Female,11%
B38818,5,222.4,Control,Female,11%
B38818,6,235.4,Control,Female,11%
B38818,7,238.1,Control,Female,11%
B38818,8,230.8,Control,Female,11%
B38818,9,248.4,Control,Female,11%
B38818,10,255.6,Control,Female,11%
B38818,11,257.4,Control,Female,11%
B38818,12,247.8,Control,Female,11%
B38818,13,269.7,Control,Female,11%
B38818,14,271.5,Control,Female,11%
B38819,1,153.8,Control,Female,11%
B38819,2,171.4,Control,Female,11%
B38819,3,189.3,Control,Female,11%
B38819,4,204.3,Control,Female,11%
B38819,5,216.6,Control,Female,11%
B38819,6,225.6,Control,Female,11%
B38819,7,234.5,Control,Female,11%
B38819,8,247.3,Control,Female,11%
B38819,9,249.8,Control,Female,11%
B38819,10,257.3,Control,Female,11%
B38819,11,253.3,Control,Female,11%
B38819,12,266.2,Control,Female,11%
B38819,13,272.2,Control,Female,11%
B38819,14,263.1,Control,Female,11%
B38820,1,150.3,Control,Female,11%
B38820,2,162.5,Control,Female,11%
B38820,3,186.2,Control,Female,11%
B38820,4,197,Control,Female,11%
B38820,5,203.2,Control,Female,11%
B38820,6,217.8,Control,Female,11%
B38820,7,230.2,Control,Female,11%
B38820,8,238.4,Control,Female,11%
B38820,9,242.1,Control,Female,11%
B38820,10,253.9,Control,Female,11%
B38820,11,258.1,Control,Female,11%
B38820,12,259.6,Control,Female,11%
B38820,13,258.9,Control,Female,11%
B38820,14,264.1,Control,Female,11%
B38821,1,155.9,Control,Female,11%
B38821,2,180.5,Control,Female,11%
B38821,3,211.5,Control,Female,11%
B38821,4,224.4,Control,Female,11%
B38821,5,240.8,Control,Female,11%
B38821,6,247.3,Control,Female,11%
B38821,7,260,Control,Female,11%
B38821,8,272.5,Control,Female,11%
B38821,9,274.7,Control,Female,11%
B38821,10,289.7,Control,Female,11%
B38821,11,287,Control,Female,11%
B38821,12,300.1,Control,Female,11%
B38821,13,293.8,Control,Female,11%
B38821,14,303.7,Control,Female,11%
B38842,1,149.7,GMO,Female,11%
B38842,2,167,GMO,Female,11%
B38842,3,198.8,GMO,Female,11%
B38842,4,196.9,GMO,Female,11%
B38842,5,209.3,GMO,Female,11%
B38842,6,214.6,GMO,Female,11%
B38842,7,233.2,GMO,Female,11%
B38842,8,243.3,GMO,Female,11%
B38842,9,252.3,GMO,Female,11%
B38842,10,259,GMO,Female,11%
B38842,11,262.2,GMO,Female,11%
B38842,12,268,GMO,Female,11%
B38842,13,270.1,GMO,Female,11%
B38842,14,274.9,GMO,Female,11%
B38843,1,157.5,GMO,Female,11%
B38843,2,173.9,GMO,Female,11%
B38843,3,193.7,GMO,Female,11%
B38843,4,200.4,GMO,Female,11%
B38843,5,211.6,GMO,Female,11%
B38843,6,218.2,GMO,Female,11%
B38843,7,229,GMO,Female,11%
B38843,8,239.4,GMO,Female,11%
B38843,9,245.3,GMO,Female,11%
B38843,10,252.1,GMO,Female,11%
B38843,11,257.3,GMO,Female,11%
B38843,12,249.1,GMO,Female,11%
B38843,13,257.6,GMO,Female,11%
B38843,14,259,GMO,Female,11%
B38844,1,172.3,GMO,Female,11%
B38844,2,190.6,GMO,Female,11%
B38844,3,220.9,GMO,Female,11%
B38844,4,240.3,GMO,Female,11%
B38844,5,250.3,GMO,Female,11%
B38844,6,252.9,GMO,Female,11%
B38844,7,271.9,GMO,Female,11%
B38844,8,285.2,GMO,Female,11%
B38844,9,287.1,GMO,Female,11%
B38844,10,286.6,GMO,Female,11%
B38844,11,301.3,GMO,Female,11%
B38844,12,298.8,GMO,Female,11%
B38844,13,308.4,GMO,Female,11%
B38844,14,303.1,GMO,Female,11%
B38845,1,157.8,GMO,Female,11%
B38845,2,168.3,GMO,Female,11%
B38845,3,194.4,GMO,Female,11%
B38845,4,203.8,GMO,Female,11%
B38845,5,218.5,GMO,Female,11%
B38845,6,216.3,GMO,Female,11%
B38845,7,234.6,GMO,Female,11%
B38845,8,233.8,GMO,Female,11%
B38845,9,247.3,GMO,Female,11%
B38845,10,243.5,GMO,Female,11%
B38845,11,247.1,GMO,Female,11%
B38845,12,249.8,GMO,Female,11%
B38845,13,246,GMO,Female,11%
