id,week,weight,regime,gender,dosage
B38845,14,259.3,GMO,Female,11%
B38846,1,146.4,GMO,Female,11%
B38846,2,169.5,GMO,Female,11%
B38846,3,192.4,GMO,Female,11%
B38846,4,203.2,GMO,Female,11%
B38846,5,220.3,GMO,Female,11%
B38846,6,221,GMO,Female,11%
B38846,7,232.4,GMO,Female,11%
B38846,8,240.4,GMO,Female,11%
B38846,9,249.4,GMO,Female,11%
B38846,10,251.4,GMO,Female,11%
B38846,11,255.4,GMO,Female,11%
B38846,12,258.5,GMO,Female,11%
B38846,13,271,GMO,Female,11%
B38846,14,265,GMO,Female,11%
B38847,1,165.9,GMO,Female,11%
B38847,2,192.4,GMO,Female,11%
B38847,3,217.3,GMO,Female,11%
B38847,4,221.7,GMO,Female,11%
B38847,5,237.7,GMO,Female,11%
B38847,6,234.4,GMO,Female,11%
B38847,7,255.5,GMO,Female,11%
B38847,8,267.7,GMO,Female,11%
B38847,9,268.2,GMO,Female,11%
B38847,10,272.2,GMO,Female,11%
B38847,11,274.5,GMO,Female,11%
B38847,12,285.1,GMO,Female,11%
B38847,13,289.7,GMO,Female,11%
B38847,14,290.4,GMO,Female,11%
B38848,1,144.3,GMO,Female,11%
B38848,2,156.6,GMO,Female,11%
B38848,3,175.3,GMO,Female,11%
B38848,4,190.3,GMO,Female,11%
B38848,5,194.8,GMO,Female,11%
B38848,6,202.3,GMO,Female,11%
B38848,7,216,GMO,Female,11%
B38848,8,221.1,GMO,Female,11%
B38848,9,233.2,GMO,Female,11%
B38848,10,235.7,GMO,Female,11%
B38848,11,233.6,GMO,Female,11%
B38848,12,242.8,GMO,Female,11%
B38848,13,259.8,GMO,Female,11%
B38848,14,259.2,GMO,Female,11%
B38849,1,174.2,GMO,Female,11%
B38849,2,195.5,GMO,Female,11%
B38849,3,220.7,GMO,Female,11%
B38849,4,235.2,GMO,Female,11%
B38849,5,251.6,GMO,Female,11%
B38849,6,258.2,GMO,Female,11%
B38849,7,279.7,GMO,Female,11%
B38849,8,284,GMO,Female,11%
B38849,9,286.4,GMO,Female,11%
B38849,10,303.4,GMO,Female,11%
B38849,11,310.2,GMO,Female,11%
B38849,12,306.4,GMO,Female,11%
B38849,13,306.6,GMO,Female,11%
B38849,14,314.6,GMO,Female,11%
B38850,1,177.8,GMO,Female,11%
B38850,2,204.4,GMO,Female,11%
B38850,3,230.3,GMO,Female,11%
B38850,4,245.7,GMO,Female,11%
B38850,5,250.1,GMO,Female,11%
B38850,6,265.6,GMO,Female,11%
B38850,7,282,GMO,Female,11%
B38850,8,285.2,GMO,Female,11%
B38850,9,288.9,GMO,Female,11%
B38850,10,294.5,GMO,Female,11%
B38850,11,306.1,GMO,Female,11%
B38850,12,305.5,GMO,Female,11%
B38850,13,309.7,GMO,Female,11%
B38850,14,313.6,GMO,Female,11%
B38851,1,174.6,GMO,Female,11%
B38851,2,193.6,GMO,Female,11%
B38851,3,215.8,GMO,Female,11%
B38851,4,228.5,GMO,Female,11%
B38851,5,241.7,GMO,Female,11%
B38851,6,248.5,GMO,Female,11%
B38851,7,254.2,GMO,Female,11%
B38851,8,267.8,GMO,Female,11%
B38851,9,279.5,GMO,Female,11%
B38851,10,256.2,GMO,Female,11%
B38851,11,263.1,GMO,Female,11%
B38851,12,273.9,GMO,Female,11%
B38851,13,293.4,GMO,Female,11%
B38851,14,298.4,GMO,Female,11%
B38852,1,168.2,GMO,Female,11%
B38852,2,196.2,GMO,Female,11%
B38852,3,222.3,GMO,Female,11%
B38852,4,228.7,GMO,Female,11%
B38852,5,235.5,GMO,Female,11%
B38852,6,253.8,GMO,Female,11%
B38852,7,266.7,GMO,Female,11%
B38852,8,270.8,GMO,Female,11%
B38852,9,268.7,GMO,Female,11%
B38852,10,277.3,GMO,Female,11%
B38852,11,280.8,GMO,Female,11%
B38852,12,277.6,GMO,Female,11%
B38852,13,280,GMO,Female,11%
B38852,14,297.1,GMO,Female,11%
B38853,1,161.9,GMO,Female,11%
B38853,2,182.1,GMO,Female,11%
B38853,3,198.2,GMO,Female,11%
B38853,4,209.3,GMO,Female,11%
B38853,5,226.8,GMO,Female,11%
B38853,6,239.9,GMO,Female,11%
B38853,7,251.3,GMO,Female,11%
B38853,8,252.2,GMO,Female,11%
B38853,9,261.4,GMO,Female,11%
B38853,10,270.1,GMO,Female,11%
B38853,11,269.7,GMO,Female,11%
B38853,12,274.5,GMO,Female,11%
B38853,13,280.7,GMO,Female,11%
B38853,14,282.2,GMO,Female,11%
B38854,1,134.9,GMO,Female,11%
B38854,2,156.9,GMO,Female,11%
B38854,3,180,GMO,Female,11%
B38854,4,196.4,GMO,Female,11%
B38854,5,211.7,GMO,Female,11%
B38854,6,229.4,GMO,Female,11%
B38854,7,239,GMO,Female,11%
B38854,8,241.4,GMO,Female,11%
B38854,9,253.3,GMO,Female,11%
B38854,10,259.7,GMO,Female,11%
B38854,11,263.7,GMO,Female,11%
B38854,12,258.2,GMO,Female,11%
B38854,13,273,GMO,Female,11%
B38854,14,275.9,GMO,Female,11%
B38855,1,157.9,GMO,Female,11%
B38855,2,178.6,GMO,Female,11%
B38855,3,199.2,GMO,Female,11%
B38855,4,219,GMO,Female,11%
B38855,5,233.5,GMO,Female,11%
B38855,6,241.3,GMO,Female,11%
B38855,7,243.5,GMO,Female,11%
B38855,8,258.6,GMO,Female,11%
B38855,9,268,GMO,Female,11%
B38855,10,266.2,GMO,Female,11%
B38855,11,264,GMO,Female,11%
B38855,12,270.2,GMO,Female,11%
B38855,13,273.1,GMO,Female,11%
B38855,14,278.2,GMO,Female,11%
B38856,1,160.6,GMO,Female,11%
B38856,2,183.1,GMO,Female,11%
B38856,3,203.2,GMO,Female,11%
B38856,4,223.8,GMO,Female,11%
B38856,5,237.3,GMO,Female,11%
B38856,6,259.1,GMO,Female,11%
B38856,7,267.2,GMO,Female,11%
B38856,8,271.7,GMO,Female,11%
B38856,9,281.9,GMO,Female,11%
B38856,10,291.4,GMO,Female,11%
B38856,11,297.6,GMO,Female,11%
B38856,12,295.7,GMO,Female,11%
B38856,13,302.1,GMO,Female,11%
B38856,14,309.2,GMO,Female,11%
B38857,1,158.1,GMO,Female,11%
B38857,2,169.9,GMO,Female,11%
B38857,3,195.6,GMO,Female,11%
B38857,4,208.5,GMO,Female,11%
B38857,5,211.1,GMO,Female,11%
B38857,6,221,GMO,Female,11%
B38857,7,245.7,GMO,Female,11%
B38857,8,241.9,GMO,Female,11%
B38857,9,246.6,GMO,Female,11%
B38857,10,254.4,GMO,Female,11%
B38857,11,260,GMO,Female,11%
B38857,12,258.7,GMO,Female,11%
B38857,13,271,GMO,Female,11%
B38857,14,277.8,GMO,Female,11%
B38858,1,159,GMO,Female,11%
B38858,2,187,GMO,Female,11%
B38858,3,212.5,GMO,Female,11%
B38858,4,230.1,GMO,Female,11%
B38858,5,242.1,GMO,Female,11%
B38858,6,253.4,GMO,Female,11%
B38858,7,269.2,GMO,Female,11%
B38858,8,271.5,GMO,Female,11%
B38858,9,280.2,GMO,Female,11%
B38858,10,286.7,GMO,Female,11%
B38858,11,296.6,GMO,Female,11%
B38858,12,295.2,GMO,Female,11%
B38858,13,312.7,GMO,Female,11%
B38858,14,312.4,GMO,Female,11%
B38859,1,145.7,GMO,Female,11%
B38859,2,164.1,GMO,Female,11%
B38859,3,190.2,GMO,Female,11%
B38859,4,208.8,GMO,Female,11%
B38859,5,222.3,GMO,Female,11%
B38859,6,230.2,GMO,Female,11%
B38859,7,247.4,GMO,Female,11%
B38859,8,254.2,GMO,Female,11%
B38859,9,257.6,GMO,Female,11%
B38859,10,254.2,GMO,Female,11%
B38859,11,267.4,GMO,Female,11%
B38859,12,269.2,GMO,Female,11%
B38859,13,270.9,GMO,Female,11%
B38859,14,267.8,GMO,Female,11%
B38860,1,154.7,GMO,Female,11%
B38860,2,174.2,GMO,Female,11%
B38860,3,194.1,GMO,Female,11%
B38860,4,207.7,GMO,Female,11%
B38860,5,222.9,GMO,Female,11%
B38860,6,230.8,GMO,Female,11%
B38860,7,243.9,GMO,Female,11%
B38860,8,245.8,GMO,Female,11%
B38860,9,258.4,GMO,Female,11%
B38860,10,261.5,GMO,Female,11%
B38860,11,270.8,GMO,Female,11%
B38860,12,271,GMO,Female,11%
B38860,13,285.8,GMO,Female,11%
B38860,14,282.8,GMO,Female,11%
B38861,1,157.9,GMO,Female,11%
B38861,2,183.1,GMO,Female,11%
B38861,3,208.8,GMO,Female,11%
B38861,4,225.3,GMO,Female,11%
B38861,5,241.1,GMO,Female,11%
B38861,6,250.4,GMO,Female,11%
B38861,7,261.4,GMO,Female,11%
B38861,8,258.2,GMO,Female,11%
B38861,9,276.2,GMO,Female,11%
B38861,10,279.8,GMO,Female,11%
B38861,11,286.5,GMO,Female,11%
B38861,12,292.1,GMO,Female,11%
B38861,13,289.1,GMO,Female,11%
B38861,14,301,GMO,Female,11%
B38822,1,150.3,Control,Female,33%
B38822,2,170.2,Control,Female,33%
B38822,3,184.1,Control,Female,33%
B38822,4,192.2,Control,Female,33%
B38822,5,200.6,Control,Female,33%
B38822,6,208.8,Control,Female,33%
B38822,7,220.3,Control,Female,33%
B38822,8,224.6,Control,Female,33%
B38822,9,228.8,Control,Female,33%
B38822,10,238,Control,Female,33%
B38822,11,238,Control,Female,33%
B38822,12,233.5,Control,Female,33%
B38822,13,243.7,Control,Female,33%
B38822,14,247.9,Control,Female,33%
B38823,1,161.6,Control,Female,33%
B38823,2,176.2,Control,Female,33%
B38823,3,201.8,Control,Female,33%
B38823,4,206.8,Control,Female,33%
B38823,5,221.5,Control,Female,33%
B38823,6,226.4,Control,Female,33%
B38823,7,250.4,Control,Female,33%
B38823,8,255.9,Control,Female,33%
B38823,9,261.3,Control,Female,33%
B38823,10,276.7,Control,Female,33%
B38823,11,278.1,Control,Female,33%
B38823,12,269.3,Control,Female,33%
B38823,13,276.3,Control,Female,33%
B38823,14,281,Control,Female,33%
B38824,1,166,Control,Female,33%
B38824,2,178.8,Control,Female,33%
B38824,3,212.2,Control,Female,33%
B38824,4,224.3,Control,Female,33%
B38824,5,237.5,Control,Female,33%
B38824,6,235.3,Control,Female,33%
B38824,7,261.2,Control,Female,33%
B38824,8,275.8,Control,Female,33%
B38824,9,274,Control,Female,33%
B38824,10,278.7,Control,Female,33%
B38824,11,289.6,Control,Female,33%
B38824,12,282.2,Control,Female,33%
B38824,13,285.6,Control,Female,33%
B38824,14,281.9,Control,Female,33%
B38825,1,157.7,Control,Female,33%
B38825,2,180.9,Control,Female,33%
B38825,3,207.9,Control,Female,33%
B38825,4,221.7,Control,Female,33%
B38825,5,233.6,Control,Female,33%
B38825,6,243.7,Control,Female,33%
B38825,7,254,Control,Female,33%
B38825,8,266.3,Control,Female,33%
B38825,9,266.9,Control,Female,33%
B38825,10,262.9,Control,Female,33%
B38825,11,276.4,Control,Female,33%
B38825,12,272.6,Control,Female,33%
B38825,13,285.3,Control,Female,33%
B38825,14,288,Control,Female,33%
B38826,1,156.6,Control,Female,33%
B38826,2,177.7,Control,Female,33%
B38826,3,209.6,Control,Female,33%
B38826,4,222.2,Control,Female,33%
B38826,5,233.3,Control,Female,33%
B38826,6,246.4,Control,Female,33%
B38826,7,262.9,Control,Female,33%
B38826,8,275.1,Control,Female,33%
B38826,9,273.5,Control,Female,33%
B38826,10,287.2,Control,Female,33%
B38826,11,286.8,Control,Female,33%
B38826,12,288.7,Control,Female,33%
B38826,13,291.4,Control,Female,33%
B38826,14,295,Control,Female,33%
B38827,1,174.3,Control,Female,33%
B38827,2,193.1,Control,Female,33%
B38827,3,217.3,Control,Female,33%
B38827,4,238.9,Control,Female,33%
B38827,5,252,Control,Female,33%
B38827,6,266.2,Control,Female,33%
B38827,7,268.8,Control,Female,33%
B38827,8,286.9,Control,Female,33%
B38827,9,264.3,Control,Female,33%
B38827,10,285.6,Control,Female,33%
B38827,11,289,Control,Female,33%
B38827,12,282.3,Control,Female,33%
B38827,13,308.5,Control,Female,33%
B38827,14,307.4,Control,Female,33%
B38828,1,153.9,Control,Female,33%
B38828,2,164.2,Control,Female,33%
B38828,3,188.9,Control,Female,33%
B38828,4,199.6,Control,Female,33%
B38828,5,208.1,Control,Female,33%
B38828,6,210,Control,Female,33%
B38828,7,234.3,Control,Female,33%
B38828,8,238.2,Control,Female,33%
B38828,9,239,Control,Female,33%
B38828,10,247.7,Control,Female,33%
B38828,11,249.8,Control,Female,33%
B38828,12,256.5,Control,Female,33%
B38828,13,261.6,Control,Female,33%
B38828,14,258.7,Control,Female,33%
B38829,1,155.5,Control,Female,33%
B38829,2,165.8,Control,Female,33%
B38829,3,195.7,Control,Female,33%
B38829,4,209,Control,Female,33%
B38829,5,222.1,Control,Female,33%
B38829,6,230.4,Control,Female,33%
B38829,7,241.4,Control,Female,33%
B38829,8,254,Control,Female,33%
B38829,9,264.5,Control,Female,33%
B38829,10,267,Control,Female,33%
B38829,11,259.5,Control,Female,33%
B38829,12,262.1,Control,Female,33%
B38829,13,267.6,Control,Female,33%
B38829,14,267,Control,Female,33%
B38830,1,149.4,Control,Female,33%
B38830,2,169.9,Control,Female,33%
B38830,3,195.8,Control,Female,33%
B38830,4,208.3,Control,Female,33%
B38830,5,218.2,Control,Female,33%
B38830,6,231.5,Control,Female,33%
B38830,7,247.2,Control,Female,33%
B38830,8,253.5,Control,Female,33%
B38830,9,251.6,Control,Female,33%
B38830,10,265.3,Control,Female,33%
B38830,11,269.4,Control,Female,33%
B38830,12,272.6,Control,Female,33%
B38830,13,279.1,Control,Female,33%
B38830,14,285.3,Control,Female,33%
B38831,1,152.5,Control,Female,33%
B38831,2,166.2,Control,Female,33%
B38831,3,188.6,Control,Female,33%
B38831,4,193.2,Control,Female,33%
B38831,5,206.5,Control,Female,33%
B38831,6,215.6,Control,Female,33%
B38831,7,230.7,Control,Female,33%
B38831,8,214.8,Control,Female,33%
B38831,9,233.6,Control,Female,33%
B38831,10,242.3,Control,Female,33%
B38831,11,244.1,Control,Female,33%
B38831,12,238.4,Control,Female,33%
B38831,13,255.2,Control,Female,33%
B38831,14,253.1,Control,Female,33%
B38832,1,159,Control,Female,33%
B38832,2,173.7,Control,Female,33%
B38832,3,191.5,Control,Female,33%
B38832,4,200.7,Control,Female,33%
B38832,5,212.4,Control,Female,33%
B38832,6,221.8,Control,Female,33%
B38832,7,234.8,Control,Female,33%
B38832,8,236.4,Control,Female,33%
B38832,9,240.6,Control,Female,33%
B38832,10,245.9,Control,Female,33%
B38832,11,245.7,Control,Female,33%
B38832,12,247.7,Control,Female,33%
B38832,13,252.5,Control,Female,33%
B38832,14,255.3,Control,Female,33%
B38833,1,145.9,Control,Female,33%
B38833,2,152,Control,Female,33%
B38833,3,181.3,Control,Female,33%
B38833,4,206.2,Control,Female,33%
B38833,5,217.6,Control,Female,33%
B38833,6,233.2,Control,Female,33%
B38833,7,254.5,Control,Female,33%
B38833,8,266.1,Control,Female,33%
B38833,9,267.2,Control,Female,33%
B38833,10,273.4,Control,Female,33%
B38833,11,277.4,Control,Female,33%
B38833,12,288.2,Control,Female,33%
B38833,13,300.5,Control,Female,33%
B38833,14,293.4,Control,Female,33%
B38834,1,153.5,Control,Female,33%
B38834,2,181.5,Control,Female,33%
B38834,3,194.3,Control,Female,33%
B38834,4,219.6,Control,Female,33%
B38834,5,225.7,Control,Female,33%
B38834,6,234,Control,Female,33%
B38834,7,246.8,Control,Female,33%
B38834,8,254.5,Control,Female,33%
B38834,9,254.4,Control,Female,33%
B38834,10,267.7,Control,Female,33%
B38834,11,270.2,Control,Female,33%
B38834,12,269.2,Control,Female,33%
B38834,13,272.4,Control,Female,33%
B38834,14,279.4,Control,Female,33%
B38835,1,160.1,Control,Female,33%
B38835,2,177.6,Control,Female,33%
B38835,3,185.2,Control,Female,33%
B38835,4,211.4,Control,Female,33%
B38835,5,212.7,Control,Female,33%
B38835,6,229.2,Control,Female,33%
B38835,7,238,Control,Female,33%
B38835,8,234.3,Control,Female,33%
B38835,9,250.7,Control,Female,33%
B38835,10,255.4,Control,Female,33%
B38835,11,267.5,Control,Female,33%
B38835,12,261.3,Control,Female,33%
B38835,13,276.4,Control,Female,33%
B38835,14,276.7,Control,Female,33%
B38836,1,160.5,Control,Female,33%
B38836,2,183.3,Control,Female,33%
B38836,3,203.9,Control,Female,33%
B38836,4,232.8,Control,Female,33%
B38836,5,246.5,Control,Female,33%
B38836,6,255.6,Control,Female,33%
B38836,7,274.7,Control,Female,33%
B38836,8,278.6,Control,Female,33%
B38836,9,293.8,Control,Female,33%
B38836,10,302.8,Control,Female,33%
B38836,11,307.3,Control,Female,33%
B38836,12,309.6,Control,Female,33%
B38836,13,307,Control,Female,33%
B38836,14,315.6,Control,Female,33%
B38837,1,135.3,Control,Female,33%
B38837,2,150.5,Control,Female,33%
B38837,3,183.2,Control,Female,33%
B38837,4,193.9,Control,Female,33%
B38837,5,203.3,Control,Female,33%
B38837,6,217.8,Control,Female,33%
B38837,7,225.7,Control,Female,33%
B38837,8,231.6,Control,Female,33%
B38837,9,229.7,Control,Female,33%
B38837,10,238.6,Control,Female,33%
B38837,11,244.2,Control,Female,33%
B38837,12,245.9,Control,Female,33%
B38837,13,247.2,Control,Female,33%
B38837,14,248.7,Control,Female,33%
B38838,1,162,Control,Female,33%
B38838,2,170.9,Control,Female,33%
B38838,3,186.1,Control,Female,33%
B38838,4,205.3,Control,Female,33%
B38838,5,220.6,Control,Female,33%
B38838,6,228,Control,Female,33%
B38838,7,234.3,Control,Female,33%
B38838,8,245.1,Control,Female,33%
B38838,9,254,Control,Female,33%
B38838,10,256.2,Control,Female,33%
B38838,11,263.2,Control,Female,33%
B38838,12,262,Control,Female,33%
B38838,13,270.6,Control,Female,33%
B38838,14,271.4,Control,Female,33%
B38839,1,151.9,Control,Female,33%
B38839,2,166.1,Control,Female,33%
B38839,3,194.1,Control,Female,33%
B38839,4,211.4,Control,Female,33%
B38839,5,220.4,Control,Female,33%
B38839,6,229.1,Control,Female,33%
B38839,7,246.1,Control,Female,33%
B38839,8,255.7,Control,Female,33%
B38839,9,255.6,Control,Female,33%
B38839,10,266.9,Control,Female,33%
B38839,11,270.6,Control,Female,33%
B38839,12,268.7,Control,Female,33%
B38839,13,271.3,Control,Female,33%
B38839,14,276.4,Control,Female,33%
B38840,1,172.8,Control,Female,33%
B38840,2,195.8,Control,Female,33%
B38840,3,220.3,Control,Female,33%
B38840,4,235.4,Control,Female,33%
B38840,5,245.5,Control,Female,33%
B38840,6,259.9,Control,Female,33%
B38840,7,276.6,Control,Female,33%
B38840,8,280.9,Control,Female,33%
B38840,9,282.1,Control,Female,33%
B38840,10,291,Control,Female,33%
B38840,11,296.8,Control,Female,33%
B38840,12,299.5,Control,Female,33%
B38840,13,305.7,Control,Female,33%
B38840,14,309.6,Control,Female,33%
B38841,1,147.1,Control,Female,33%
B38841,2,169.1,Control,Female,33%
B38841,3,196.1,Control,Female,33%
B38841,4,210,Control,Female,33%
B38841,5,217.6,Control,Female,33%
B38841,6,228.3,Control,Female,33%
B38841,7,241,Control,Female,33%
B38841,8,251.2,Control,Female,33%
B38841,9,248.8,Control,Female,33%
B38841,10,257.5,Control,Female,33%
B38841,11,263.6,Control,Female,33%
B38841,12,268.1,Control,Female,33%
B38841,13,270.8,Control,Female,33%
B38841,14,271.6,Control,Female,33%
B38862,1,178.8,GMO,Female,33%
B38862,2,198,GMO,Female,33%
B38862,3,225.6,GMO,Female,33%
B38862,4,243.9,GMO,Female,33%
B38862,5,252,GMO,Female,33%
B38862,6,265.2,GMO,Female,33%
B38862,7,282.5,GMO,Female,33%
B38862,8,293,GMO,Female,33%
B38862,9,302.8,GMO,Female,33%
B38862,10,311.7,GMO,Female,33%
B38862,11,325.3,GMO,Female,33%
B38862,12,326.6,GMO,Female,33%
B38862,13,330.2,GMO,Female,33%
B38862,14,337.6,GMO,Female,33%
B38863,1,142.1,GMO,Female,33%
B38863,2,159.9,GMO,Female,33%
B38863,3,169.5,GMO,Female,33%
B38863,4,175.6,GMO,Female,33%
B38863,5,193.7,GMO,Female,33%
B38863,6,185.6,GMO,Female,33%
B38863,7,206.2,GMO,Female,33%
B38863,8,201.1,GMO,Female,33%
B38863,9,221.4,GMO,Female,33%
B38863,10,219.9,GMO,Female,33%
B38863,11,227.6,GMO,Female,33%
B38863,12,227.8,GMO,Female,33%
B38863,13,236.9,GMO,Female,33%
B38863,14,239.3,GMO,Female,33%
B38864,1,167.6,GMO,Female,33%
B38864,2,195.3,GMO,Female,33%
B38864,3,221,GMO,Female,33%
B38864,4,236.1,GMO,Female,33%
B38864,5,250.4,GMO,Female,33%
B38864,6,259.9,GMO,Female,33%
B38864,7,278.6,GMO,Female,33%
B38864,8,285.6,GMO,Female,33%
B38864,9,293,GMO,Female,33%
B38864,10,305.9,GMO,Female,33%
B38864,11,310.5,GMO,Female,33%
B38864,12,314.3,GMO,Female,33%
B38864,13,319.2,GMO,Female,33%
B38864,14,318.1,GMO,Female,33%
B38865,1,145.6,GMO,Female,33%
B38865,2,162.5,GMO,Female,33%
B38865,3,181.7,GMO,Female,33%
B38865,4,184.3,GMO,Female,33%
B38865,5,201,GMO,Female,33%
B38865,6,206.6,GMO,Female,33%
B38865,7,207.3,GMO,Female,33%
B38865,8,221.2,GMO,Female,33%
B38865,9,225.9,GMO,Female,33%
B38865,10,234.1,GMO,Female,33%
B38865,11,235.5,GMO,Female,33%
B38865,12,233.9,GMO,Female,33%
B38865,13,241,GMO,Female,33%
B38865,14,245.6,GMO,Female,33%
B38866,1,170.4,GMO,Female,33%
B38866,2,186.6,GMO,Female,33%
B38866,3,208.7,GMO,Female,33%
B38866,4,223.7,GMO,Female,33%
B38866,5,251.4,GMO,Female,33%
B38866,6,259.3,GMO,Female,33%
B38866,7,280.1,GMO,Female,33%
B38866,8,279.5,GMO,Female,33%
B38866,9,302.4,GMO,Female,33%
B38866,10,314.9,GMO,Female,33%
B38866,11,322.9,GMO,Female,33%
B38866,12,318.2,GMO,Female,33%
B38866,13,336.3,GMO,Female,33%
B38866,14,344,GMO,Female,33%
B38867,1,167.1,GMO,Female,33%
B38867,2,178.8,GMO,Female,33%
B38867,3,209.1,GMO,Female,33%
B38867,4,209.4,GMO,Female,33%
B38867,5,230.8,GMO,Female,33%
B38867,6,239.1,GMO,Female,33%
B38867,7,258,GMO,Female,33%
B38867,8,261.5,GMO,Female,33%
B38867,9,270.5,GMO,Female,33%
B38867,10,282.4,GMO,Female,33%
B38867,11,281.9,GMO,Female,33%
B38867,12,286.5,GMO,Female,33%
B38867,13,285,GMO,Female,33%
B38867,14,297.7,GMO,Female,33%
B38868,1,170,GMO,Female,33%
B38868,2,191.7,GMO,Female,33%
B38868,3,212.1,GMO,Female,33%
B38868,4,236.3,GMO,Female,33%
B38868,5,233.8,GMO,Female,33%
B38868,6,249.2,GMO,Female,33%
B38868,7,275,GMO,Female,33%
B38868,8,257.6,GMO,Female,33%
B38868,9,273.1,GMO,Female,33%
B38868,10,281.8,GMO,Female,33%
B38868,11,279.6,GMO,Female,33%
B38868,12,285.1,GMO,Female,33%
B38868,13,286.2,GMO,Female,33%
B38868,14,295.6,GMO,Female,33%
B38869,1,150.6,GMO,Female,33%
B38869,2,164.9,GMO,Female,33%
B38869,3,181.1,GMO,Female,33%
B38869,4,193.7,GMO,Female,33%
B38869,5,210.9,GMO,Female,33%
B38869,6,213.4,GMO,Female,33%
B38869,7,235.8,GMO,Female,33%
B38869,8,243.1,GMO,Female,33%
B38869,9,254.2,GMO,Female,33%
B38869,10,262.9,GMO,Female,33%
B38869,11,254.5,GMO,Female,33%
B38869,12,264.5,GMO,Female,33%
B38869,13,270.1,GMO,Female,33%
B38869,14,270.3,GMO,Female,33%
B38870,1,163.3,GMO,Female,33%
B38870,2,185.2,GMO,Female,33%
B38870,3,210.5,GMO,Female,33%
B38870,4,227.2,GMO,Female,33%
B38870,5,239,GMO,Female,33%
B38870,6,246.6,GMO,Female,33%
B38870,7,252.7,GMO,Female,33%
B38870,8,266.4,GMO,Female,33%
B38870,9,268.8,GMO,Female,33%
B38870,10,275.8,GMO,Female,33%
B38870,11,285.2,GMO,Female,33%
B38870,12,278.8,GMO,Female,33%
B38870,13,305.3,GMO,Female,33%
B38870,14,305.9,GMO,Female,33%
B38871,1,154,GMO,Female,33%
B38871,2,177.4,GMO,Female,33%
B38871,3,190.9,GMO,Female,33%
B38871,4,210,GMO,Female,33%
B38871,5,222.7,GMO,Female,33%
B38871,6,232.7,GMO,Female,33%
B38871,7,238.3,GMO,Female,33%
B38871,8,247.6,GMO,Female,33%
B38871,9,255.2,GMO,Female,33%
B38871,10,255.3,GMO,Female,33%
B38871,11,255.2,GMO,Female,33%
B38871,12,260.3,GMO,Female,33%
B38871,13,265.7,GMO,Female,33%
B38871,14,271.2,GMO,Female,33%
B38872,1,165.5,GMO,Female,33%
B38872,2,175.4,GMO,Female,33%
B38872,3,198.2,GMO,Female,33%
B38872,4,211,GMO,Female,33%
B38872,5,224.5,GMO,Female,33%
B38872,6,236.9,GMO,Female,33%
B38872,7,246.8,GMO,Female,33%
B38872,8,257.7,GMO,Female,33%
B38872,9,254,GMO,Female,33%
B38872,10,263.3,GMO,Female,33%
B38872,11,265.1,GMO,Female,33%
B38872,12,273.3,GMO,Female,33%
B38872,13,272.1,GMO,Female,33%
B38872,14,276.1,GMO,Female,33%
B38873,1,167.6,GMO,Female,33%
B38873,2,191.3,GMO,Female,33%
B38873,3,223.1,GMO,Female,33%
B38873,4,241.6,GMO,Female,33%
B38873,5,251.9,GMO,Female,33%
B38873,6,276.3,GMO,Female,33%
B38873,7,277.8,GMO,Female,33%
B38873,8,296.5,GMO,Female,33%
B38873,9,303.6,GMO,Female,33%
B38873,10,321.1,GMO,Female,33%
B38873,11,329,GMO,Female,33%
B38873,12,312,GMO,Female,33%
B38873,13,339.7,GMO,Female,33%
B38873,14,329.7,GMO,Female,33%
B38874,1,153.7,GMO,Female,33%
B38874,2,172,GMO,Female,33%
B38874,3,194.9,GMO,Female,33%
B38874,4,206.7,GMO,Female,33%
B38874,5,220.1,GMO,Female,33%
B38874,6,220.4,GMO,Female,33%
B38874,7,238.8,GMO,Female,33%
B38874,8,247.3,GMO,Female,33%
B38874,9,247.9,GMO,Female,33%
B38874,10,256.3,GMO,Female,33%
B38874,11,259.4,GMO,Female,33%
B38874,12,255.1,GMO,Female,33%
B38874,13,265.6,GMO,Female,33%
B38874,14,270.7,GMO,Female,33%
B38875,1,146.5,GMO,Female,33%
B38875,2,163.9,GMO,Female,33%
B38875,3,182.5,GMO,Female,33%
B38875,4,192.8,GMO,Female,33%
B38875,5,209.7,GMO,Female,33%
B38875,6,215.5,GMO,Female,33%
B38875,7,229.6,GMO,Female,33%
B38875,8,239,GMO,Female,33%
B38875,9,239,GMO,Female,33%
B38875,10,240.5,GMO,Female,33%
B38875,11,253.1,GMO,Female,33%
B38875,12,253.2,GMO,Female,33%
B38875,13,260.6,GMO,Female,33%
B38875,14,264.8,GMO,Female,33%
B38876,1,170.4,GMO,Female,33%
B38876,2,190.8,GMO,Female,33%
B38876,3,208.3,GMO,Female,33%
B38876,4,222.5,GMO,Female,33%
B38876,5,245.3,GMO,Female,33%
B38876,6,261,GMO,Female,33%
B38876,7,270.2,GMO,Female,33%
B38876,8,275.6,GMO,Female,33%
B38876,9,285,GMO,Female,33%
B38876,10,298.1,GMO,Female,33%
B38876,11,295.7,GMO,Female,33%
B38876,12,299.8,GMO,Female,33%
B38876,13,313.1,GMO,Female,33%
B38876,14,314.1,GMO,Female,33%
B38877,1,167.7,GMO,Female,33%
B38877,2,177.3,GMO,Female,33%
B38877,3,197.1,GMO,Female,33%
B38877,4,203.3,GMO,Female,33%
B38877,5,218.1,GMO,Female,33%
